name,latitude,longitude,city,country,data_source,osm_id
Dog Park 438654868,47.4892277,19.0754844,Budapest,Hungary,OpenStreetMap,438654868
Honfoglalási emlékliget kutyafuttató,47.486713,18.9893674,Budapest,Hungary,OpenStreetMap,439420836
Dog Park 450222231,47.4644818,19.0042963,Budapest,Hungary,OpenStreetMap,450222231
Dog Park 451267135,47.4949962,19.0053021,Budapest,Hungary,OpenStreetMap,451267135
Dog Park 451273675,47.4581298,19.0377769,Budapest,Hungary,OpenStreetMap,451273675
Dog Park 451653862,47.5623309,19.0433221,Budapest,Hungary,OpenStreetMap,451653862
Dog Park 451980383,47.5095454,19.0509783,Budapest,Hungary,OpenStreetMap,451980383
Dog Park 452157622,47.5450144,19.0795427,Budapest,Hungary,OpenStreetMap,452157622
Dog Park 452157623,47.5463725,19.0801692,Budapest,Hungary,OpenStreetMap,452157623
Dog Park 452157624,47.5475229,19.0806579,Budapest,Hungary,OpenStreetMap,452157624
Dog Park 452157625,47.5485474,19.0812083,Budapest,Hungary,OpenStreetMap,452157625
Dog Park 452158685,47.5263327,19.0726359,Budapest,Hungary,OpenStreetMap,452158685
Dog Park 461235974,47.4515784,19.0327618,Budapest,Hungary,OpenStreetMap,461235974
Dog Park 467660600,47.4408131,19.042305,Budapest,Hungary,OpenStreetMap,467660600
Dog Park 475665110,47.4786007,19.0667119,Budapest,Hungary,OpenStreetMap,475665110
Dog Park 481132588,47.4425486,19.0364683,Budapest,Hungary,OpenStreetMap,481132588
Tél utcai kutyafuttató,47.5547555,19.0985312,Budapest,Hungary,OpenStreetMap,498631972
Dog Park 512272390,47.5118964,19.0627388,Budapest,Hungary,OpenStreetMap,512272390
Dog Park 512272391,47.5130956,19.064731,Budapest,Hungary,OpenStreetMap,512272391
Dog Park 534048543,47.4659644,19.0103339,Budapest,Hungary,OpenStreetMap,534048543
Dog Park 548717395,47.4642489,19.0486818,Budapest,Hungary,OpenStreetMap,548717395
Dog Park 549936190,47.4342933,19.0819645,Budapest,Hungary,OpenStreetMap,549936190
Csibész Kutyafuttató,47.5622066,19.0794734,Budapest,Hungary,OpenStreetMap,556741013
Kutyás élménypark,47.5166603,19.087762,Budapest,Hungary,OpenStreetMap,633289867
Dog Park 636338770,47.4350134,19.0352294,Budapest,Hungary,OpenStreetMap,636338770
Mester utcai kutyafuttató,47.4746122,19.0792639,Budapest,Hungary,OpenStreetMap,642596690
Dog Park 674362305,47.474312,19.0116135,Budapest,Hungary,OpenStreetMap,674362305
Dog Park 683506512,47.5232841,19.0372766,Budapest,Hungary,OpenStreetMap,683506512
Dog Park 685376992,47.5180297,19.0617279,Budapest,Hungary,OpenStreetMap,685376992
Dog Park 687238094,47.4329051,19.0388647,Budapest,Hungary,OpenStreetMap,687238094
Tisza utcai kutyafuttató,47.5251088,19.0577597,Budapest,Hungary,OpenStreetMap,692684989
Brutus kutyafuttató,47.5631312,19.0967177,Budapest,Hungary,OpenStreetMap,693774635
Dog Park 702179236,47.476518,19.0427533,Budapest,Hungary,OpenStreetMap,702179236
Dog Park 763231254,47.514958,19.0241205,Budapest,Hungary,OpenStreetMap,763231254
Dog Park 803000878,47.5303651,19.1047207,Budapest,Hungary,OpenStreetMap,803000878
kiskutya futtató,47.5106035,19.0903335,Budapest,Hungary,OpenStreetMap,863129104
nagykutya futtató,47.5101739,19.0895928,Budapest,Hungary,OpenStreetMap,863129105
Dog Park 892594197,47.5452825,19.0381144,Budapest,Hungary,OpenStreetMap,892594197
Dog Park 912947504,47.5679272,19.0955951,Budapest,Hungary,OpenStreetMap,912947504
Dog Park 949773806,47.4509061,19.0425551,Budapest,Hungary,OpenStreetMap,949773806
Dog Park 968865346,47.5022815,19.0870193,Budapest,Hungary,OpenStreetMap,968865346
Dog Park 985500295,47.427705,19.0226739,Budapest,Hungary,OpenStreetMap,985500295
Dog Park 990962801,47.4635262,19.0171151,Budapest,Hungary,OpenStreetMap,990962801
Dog Park 999035995,47.5105575,18.9851811,Budapest,Hungary,OpenStreetMap,999035995
Dog Park 1027482651,47.4378173,19.1047515,Budapest,Hungary,OpenStreetMap,1027482651
Dog Park 1056080507,47.464349,19.0147044,Budapest,Hungary,OpenStreetMap,1056080507
Dog Park 1056467933,47.5207989,19.0242985,Budapest,Hungary,OpenStreetMap,1056467933
Bocskor kutyafuttató,47.5574333,19.0979163,Budapest,Hungary,OpenStreetMap,1059586871
Dog Park 1071092394,47.4582046,19.0393585,Budapest,Hungary,OpenStreetMap,1071092394
Dog Park 1086127449,47.4546126,19.0320957,Budapest,Hungary,OpenStreetMap,1086127449
Dog Park 1154612339,47.5579065,19.0868334,Budapest,Hungary,OpenStreetMap,1154612339
Dog Park 1155344019,47.4408121,19.0436426,Budapest,Hungary,OpenStreetMap,1155344019
Dog Park 1155344022,47.4351209,19.0385154,Budapest,Hungary,OpenStreetMap,1155344022
Dog Park 1160842586,47.5297563,19.0690449,Budapest,Hungary,OpenStreetMap,1160842586
Kutyafuttató,47.4953156,19.0782811,Budapest,Hungary,OpenStreetMap,1163038492
Dog Park 1185634195,47.5076,19.0358987,Budapest,Hungary,OpenStreetMap,1185634195
Dog Park 1214422604,47.4885152,19.0786679,Budapest,Hungary,OpenStreetMap,1214422604
Dog Park 1229787768,47.445362,19.0312074,Budapest,Hungary,OpenStreetMap,1229787768
Dog Park 1234052426,47.4558562,18.9748612,Budapest,Hungary,OpenStreetMap,1234052426
Dog Park 1245580263,47.5570625,19.1026274,Budapest,Hungary,OpenStreetMap,1245580263
Dog Park 1250365628,47.4974823,19.102149,Budapest,Hungary,OpenStreetMap,1250365628
Vasútállomási kutyafuttató,47.4337023,19.0965306,Budapest,Hungary,OpenStreetMap,1299081165
Dog Park 1336082651,47.5576926,19.0287085,Budapest,Hungary,OpenStreetMap,1336082651
Dog Park 1360171699,47.4794818,19.0807626,Budapest,Hungary,OpenStreetMap,1360171699
Dog Park 1374078585,47.4665718,19.0561473,Budapest,Hungary,OpenStreetMap,1374078585
Dog Park 1374542873,47.4518371,19.0370753,Budapest,Hungary,OpenStreetMap,1374542873
Dog Park 1378337182,47.4702686,19.0745597,Budapest,Hungary,OpenStreetMap,1378337182
Dog Park 1386292782,47.4644429,19.0726666,Budapest,Hungary,OpenStreetMap,1386292782
Dog Park 1389767536,47.5303115,19.0147302,Budapest,Hungary,OpenStreetMap,1389767536
Dog Park 1421141584,47.4581347,19.0151116,Budapest,Hungary,OpenStreetMap,1421141584
Bogyó kutyafuttató,47.5612965,19.0953033,Budapest,Hungary,OpenStreetMap,1435534936
Dog Park 1441500919,47.4999244,19.063347,Budapest,Hungary,OpenStreetMap,1441500919
Dog Park 1442124084,47.4715846,19.0819587,Budapest,Hungary,OpenStreetMap,1442124084
Dog Park 1444226750,47.508956,19.0377538,Budapest,Hungary,OpenStreetMap,1444226750
Városfal utcai kutyafuttató,47.5657319,19.0567863,Budapest,Hungary,OpenStreetMap,1467377981
Dog Park 11171093437,44.3905801,26.1107219,Bucharest,Romania,OpenStreetMap,11171093437
Dog Park 11171093537,44.3903996,26.1107268,Bucharest,Romania,OpenStreetMap,11171093537
Dog Park 13617965794,44.4122898,26.0929287,Bucharest,Romania,OpenStreetMap,13617965794
Dog Park 153191616,44.4236518,26.1551113,Bucharest,Romania,OpenStreetMap,153191616
Dog Park 163951067,44.4650242,26.1347494,Bucharest,Romania,OpenStreetMap,163951067
Dog Park 228956651,44.4546909,26.1476227,Bucharest,Romania,OpenStreetMap,228956651
Dog Park 235671991,44.4321198,26.1536427,Bucharest,Romania,OpenStreetMap,235671991
Dog Park 274448991,44.4679629,26.0792437,Bucharest,Romania,OpenStreetMap,274448991
Dog Park 274448993,44.4727686,26.0873164,Bucharest,Romania,OpenStreetMap,274448993
Dog Park 274448994,44.4680449,26.0858838,Bucharest,Romania,OpenStreetMap,274448994
Dog Park 276483495,44.409455,26.1094911,Bucharest,Romania,OpenStreetMap,276483495
Dog Park 276788379,44.4305153,26.1500323,Bucharest,Romania,OpenStreetMap,276788379
Dog Park 276788382,44.4321481,26.1503379,Bucharest,Romania,OpenStreetMap,276788382
Dog Park 703498315,44.4315826,26.0908222,Bucharest,Romania,OpenStreetMap,703498315
Dog Park 903980500,44.4665455,26.1110003,Bucharest,Romania,OpenStreetMap,903980500
Dog Park 922917173,44.4360446,26.1452504,Bucharest,Romania,OpenStreetMap,922917173
Dog Park 1156677457,44.4515902,26.1275356,Bucharest,Romania,OpenStreetMap,1156677457
Dog Park 1300722841,44.4543516,26.0560894,Bucharest,Romania,OpenStreetMap,1300722841
Dog Park 1302801941,44.4381647,26.0914171,Bucharest,Romania,OpenStreetMap,1302801941
Dog Park 1328576204,44.4211956,26.1205177,Bucharest,Romania,OpenStreetMap,1328576204
Dog Park 1363531314,44.4260167,26.1526986,Bucharest,Romania,OpenStreetMap,1363531314
Dog Park 1395990795,44.4209464,26.1178231,Bucharest,Romania,OpenStreetMap,1395990795
Dog Park 1432516186,44.4120535,26.1126175,Bucharest,Romania,OpenStreetMap,1432516186
Dog Park 1473856453,44.3860045,26.1305116,Bucharest,Romania,OpenStreetMap,1473856453
Dog Park 1485510518,44.4185629,26.0941362,Bucharest,Romania,OpenStreetMap,1485510518
Dog Park 1488669836,44.406395,26.1192248,Bucharest,Romania,OpenStreetMap,1488669836
Dog Park 1488669837,44.406601,26.1192281,Bucharest,Romania,OpenStreetMap,1488669837
Dog Park 1488669840,44.4074599,26.116335,Bucharest,Romania,OpenStreetMap,1488669840
Dog Park 1488669844,44.4102892,26.1059934,Bucharest,Romania,OpenStreetMap,1488669844
Dog Park 8184423769,42.7107367,23.315111,Sofia,Bulgaria,OpenStreetMap,8184423769
Dog Park 10296526595,42.663068,23.3685556,Sofia,Bulgaria,OpenStreetMap,10296526595
Dog Park 346980518,42.6897943,23.3346883,Sofia,Bulgaria,OpenStreetMap,346980518
Dog Park 544741388,42.6873456,23.3602245,Sofia,Bulgaria,OpenStreetMap,544741388
Dog Park 547639156,42.701769,23.3092064,Sofia,Bulgaria,OpenStreetMap,547639156
Баунишора,42.7088472,23.3087819,Sofia,Bulgaria,OpenStreetMap,558349357
Dog Park 566131760,42.722833,23.3100224,Sofia,Bulgaria,OpenStreetMap,566131760
Dog Park 582635098,42.7230723,23.3024966,Sofia,Bulgaria,OpenStreetMap,582635098
Dog Park 636522610,42.6961622,23.2953715,Sofia,Bulgaria,OpenStreetMap,636522610
Dog Park 682095696,42.7399229,23.3018693,Sofia,Bulgaria,OpenStreetMap,682095696
Dog Park 683494784,42.6653828,23.3075813,Sofia,Bulgaria,OpenStreetMap,683494784
Dog Park 685721071,42.7110571,23.3137704,Sofia,Bulgaria,OpenStreetMap,685721071
Dog Park 709622229,42.6475564,23.3722045,Sofia,Bulgaria,OpenStreetMap,709622229
Поляна за разходка на дом. любимци,42.6788616,23.26825,Sofia,Bulgaria,OpenStreetMap,831297173
Dog Park 927016508,42.6712273,23.3045034,Sofia,Bulgaria,OpenStreetMap,927016508
Dog Park 927016509,42.6709329,23.3044401,Sofia,Bulgaria,OpenStreetMap,927016509
Dog Park 931164343,42.6818696,23.2958396,Sofia,Bulgaria,OpenStreetMap,931164343
Dog Park 1050711819,42.6619333,23.2838044,Sofia,Bulgaria,OpenStreetMap,1050711819
Dog Park 1054008144,42.7134434,23.2755702,Sofia,Bulgaria,OpenStreetMap,1054008144
Dog Park 1087953917,42.6654408,23.3074082,Sofia,Bulgaria,OpenStreetMap,1087953917
Dog Park 1126043713,42.6555151,23.2789454,Sofia,Bulgaria,OpenStreetMap,1126043713
Dog Park 1202743445,42.7088523,23.3190574,Sofia,Bulgaria,OpenStreetMap,1202743445
Кучешки парк,42.7103987,23.2789907,Sofia,Bulgaria,OpenStreetMap,1322470598
Dog Park 11196178937,44.8139187,20.4857556,Belgrade,Serbia,OpenStreetMap,11196178937
Парк за псе (Чубурски парк),44.7970782,20.4750222,Belgrade,Serbia,OpenStreetMap,322708905
Dog Park 497718804,44.8152573,20.4311959,Belgrade,Serbia,OpenStreetMap,497718804
Парк за псе (Ташмајдан),44.809387,20.4685196,Belgrade,Serbia,OpenStreetMap,554658232
Dog Park 618748355,44.8401742,20.4092273,Belgrade,Serbia,OpenStreetMap,618748355
Парк за псе (Парк Милутина Миланковића),44.8002752,20.4654674,Belgrade,Serbia,OpenStreetMap,679769720
Парк за псе (Блок 30),44.8197052,20.4174159,Belgrade,Serbia,OpenStreetMap,680218372
Парк за псе (Блок 22),44.8112232,20.4281064,Belgrade,Serbia,OpenStreetMap,680218373
Парк за псе (Панчићев парк),44.8253302,20.4648284,Belgrade,Serbia,OpenStreetMap,680218375
Dog Park 680218376,44.7948799,20.4660219,Belgrade,Serbia,OpenStreetMap,680218376
Dog Park 682670761,44.7984972,20.4983499,Belgrade,Serbia,OpenStreetMap,682670761
Парк за псе (Газела),44.7994336,20.4497838,Belgrade,Serbia,OpenStreetMap,802407749
Парк за псе (Копитарева градина),44.8160148,20.4682631,Belgrade,Serbia,OpenStreetMap,802844266
Park za pse (blok 23),44.8085415,20.4232191,Belgrade,Serbia,OpenStreetMap,1067432764
Парк за псе (Блок 24),44.8115169,20.4198748,Belgrade,Serbia,OpenStreetMap,1147122009
Dog Park 1220470052,44.7782555,20.4186647,Belgrade,Serbia,OpenStreetMap,1220470052
Park za pse,44.7664048,20.4948155,Belgrade,Serbia,OpenStreetMap,1225537590
Парк за псе (Вождовац),44.7793699,20.4709593,Belgrade,Serbia,OpenStreetMap,1304507265
Парк за псе „Топчидерска звезда”,44.7886875,20.4430784,Belgrade,Serbia,OpenStreetMap,1346483266
Dog Park 12682119662,45.7761816,15.9511188,Zagreb,Croatia,OpenStreetMap,12682119662
Park za pse Utrine,45.7760962,15.9914448,Zagreb,Croatia,OpenStreetMap,44363391
Dog Park 97031060,45.817022,15.942302,Zagreb,Croatia,OpenStreetMap,97031060
Dog Park 129089016,45.7732586,15.9661852,Zagreb,Croatia,OpenStreetMap,129089016
Vau park,45.810566,16.0084053,Zagreb,Croatia,OpenStreetMap,342974089
Dog Park 444466288,45.7976677,15.9784154,Zagreb,Croatia,OpenStreetMap,444466288
Dog Park 512164906,45.7882515,15.9998527,Zagreb,Croatia,OpenStreetMap,512164906
Dog Park 529475391,45.8058269,15.9448034,Zagreb,Croatia,OpenStreetMap,529475391
Vau park,45.8212854,16.0259496,Zagreb,Croatia,OpenStreetMap,562443115
Dog Park 569914143,45.7944199,16.0115293,Zagreb,Croatia,OpenStreetMap,569914143
Dog Park 582006893,45.7930193,15.9455128,Zagreb,Croatia,OpenStreetMap,582006893
Dog Park 825884269,45.7731651,15.9888575,Zagreb,Croatia,OpenStreetMap,825884269
Dog Park 871979265,45.7990048,15.9289832,Zagreb,Croatia,OpenStreetMap,871979265
Dog Park 900883694,45.8069603,16.0266653,Zagreb,Croatia,OpenStreetMap,900883694
Dog Park 937327367,45.7634888,16.0058201,Zagreb,Croatia,OpenStreetMap,937327367
Dog Park 944243641,45.764468,15.9995774,Zagreb,Croatia,OpenStreetMap,944243641
Dog Park 1042359637,45.7988736,15.9492118,Zagreb,Croatia,OpenStreetMap,1042359637
Dog Park 1049629874,45.8060146,15.9569614,Zagreb,Croatia,OpenStreetMap,1049629874
Dog Park 1076134374,45.820016,15.9652184,Zagreb,Croatia,OpenStreetMap,1076134374
Dog Park 1153433878,45.7976518,15.9956026,Zagreb,Croatia,OpenStreetMap,1153433878
Dog Park 1157180607,45.8134563,16.0184861,Zagreb,Croatia,OpenStreetMap,1157180607
Dog Park 1181867401,45.8003124,15.9355996,Zagreb,Croatia,OpenStreetMap,1181867401
Dog Park 1222335313,45.8098036,15.9631815,Zagreb,Croatia,OpenStreetMap,1222335313
Dog Park 1272737642,45.780664,15.9535499,Zagreb,Croatia,OpenStreetMap,1272737642
Dog Park 1412516054,45.8256479,15.999933,Zagreb,Croatia,OpenStreetMap,1412516054
Dog Park 1419179970,45.8109654,15.9560674,Zagreb,Croatia,OpenStreetMap,1419179970
Dog Park 1491086898,45.8176246,15.9797154,Zagreb,Croatia,OpenStreetMap,1491086898
Pasji park Koseze,46.0719603,14.475636,Ljubljana,Slovenia,OpenStreetMap,762696361
Dog Park 842593866,46.0671561,14.5328891,Ljubljana,Slovenia,OpenStreetMap,842593866
Dog Park 850030186,46.060102,14.512388,Ljubljana,Slovenia,OpenStreetMap,850030186
Dog Park 874039201,46.0538651,14.5482138,Ljubljana,Slovenia,OpenStreetMap,874039201
Dog Park 1004443393,46.0515185,14.4562427,Ljubljana,Slovenia,OpenStreetMap,1004443393
Športno kinološko društvo Elaeth,46.0633334,14.4586932,Ljubljana,Slovenia,OpenStreetMap,1084273229
Kinologický klub Hafík Bratislava,48.1855922,17.1224137,Bratislava,Slovakia,OpenStreetMap,6005943325
Dog Park 13149293572,48.1831907,17.1388311,Bratislava,Slovakia,OpenStreetMap,13149293572
Dog Park 222138480,48.1591149,17.117001,Bratislava,Slovakia,OpenStreetMap,222138480
Psí park Poľná,48.1492569,17.1243631,Bratislava,Slovakia,OpenStreetMap,244606036
Dog Park 290406221,48.1860715,17.121985,Bratislava,Slovakia,OpenStreetMap,290406221
Psí park Petržalka,48.1244614,17.104943,Bratislava,Slovakia,OpenStreetMap,299425013
Oplotený výbeh pre psov na Holíčskej ulici,48.1090451,17.1039974,Bratislava,Slovakia,OpenStreetMap,396621603
Dog Park 517437003,48.0957971,17.1033884,Bratislava,Slovakia,OpenStreetMap,517437003
Dog Park 628995094,48.1424121,17.1159479,Bratislava,Slovakia,OpenStreetMap,628995094
Výbeh psov - Dostojevského rad,48.1432391,17.1225378,Bratislava,Slovakia,OpenStreetMap,643951736
Jurajov výbeh,48.1543078,17.1126479,Bratislava,Slovakia,OpenStreetMap,737399963
Výbeh psov - Palárikova ulica,48.1579926,17.1092782,Bratislava,Slovakia,OpenStreetMap,761688667
Dog Park 904288866,48.1597847,17.1493233,Bratislava,Slovakia,OpenStreetMap,904288866
Dog Park 929814951,48.1942337,17.0550862,Bratislava,Slovakia,OpenStreetMap,929814951
Dog Park 930615966,48.1665146,17.1220774,Bratislava,Slovakia,OpenStreetMap,930615966
Dog Park 930615967,48.1734074,17.1335508,Bratislava,Slovakia,OpenStreetMap,930615967
Dog Park 948660595,48.1732957,17.1332228,Bratislava,Slovakia,OpenStreetMap,948660595
Dog Park 963239196,48.1437911,17.158281,Bratislava,Slovakia,OpenStreetMap,963239196
Agility ihrisko,48.2004551,17.1476362,Bratislava,Slovakia,OpenStreetMap,982794972
Dog Park 1047716793,48.1622253,17.1256176,Bratislava,Slovakia,OpenStreetMap,1047716793
Oplotený výbeh pre psov - Haburská ulica,48.1628041,17.1560637,Bratislava,Slovakia,OpenStreetMap,1059073723
Oplotený výbeh pre psov - Haburská ulica,48.1628706,17.1555598,Bratislava,Slovakia,OpenStreetMap,1059073724
Oplotený výbeh pre psov - Rožňavská,48.1687956,17.1585913,Bratislava,Slovakia,OpenStreetMap,1115696380
Dog Park 1192219842,48.1784604,17.129031,Bratislava,Slovakia,OpenStreetMap,1192219842
Dog Park 1286516321,48.154803,17.1375532,Bratislava,Slovakia,OpenStreetMap,1286516321
Dog Park 1290465797,48.156268,17.1215254,Bratislava,Slovakia,OpenStreetMap,1290465797
Dog Park 1381112481,48.156673,17.1170049,Bratislava,Slovakia,OpenStreetMap,1381112481
Dog Park 1389623823,48.157214,17.1381583,Bratislava,Slovakia,OpenStreetMap,1389623823
Dog Park 1409305340,48.1205637,17.0961674,Bratislava,Slovakia,OpenStreetMap,1409305340
Výbeh pre psov Segnerova,48.1544095,17.0607877,Bratislava,Slovakia,OpenStreetMap,1414694622
Psí výbeh Šrobárovo námestie,48.1286514,17.1072129,Bratislava,Slovakia,OpenStreetMap,1486178768
Dog Park 833849783,41.0508705,28.9799074,Istanbul,Turkey,OpenStreetMap,833849783
Dog Park 1007474783,41.0720535,29.010484,Istanbul,Turkey,OpenStreetMap,1007474783
Dog Park 1116778295,41.0634683,29.0044355,Istanbul,Turkey,OpenStreetMap,1116778295
Dog Park 1116778296,41.0630644,29.0077048,Istanbul,Turkey,OpenStreetMap,1116778296
Dog Park 1202390889,40.9811151,29.0209386,Istanbul,Turkey,OpenStreetMap,1202390889
Dog Park 1204046785,40.9688828,29.0340648,Istanbul,Turkey,OpenStreetMap,1204046785
Dog Park 1214157094,41.0570673,28.9158968,Istanbul,Turkey,OpenStreetMap,1214157094
Dog Park 1245747188,40.9979342,29.031414,Istanbul,Turkey,OpenStreetMap,1245747188
Dog Park 1424131471,40.9937206,29.0492938,Istanbul,Turkey,OpenStreetMap,1424131471
Evcil Hayvan Oyun Alanı,41.0678753,28.9887552,Istanbul,Turkey,OpenStreetMap,1465114017
Köpek Parkı,39.8952899,32.8479367,Ankara,Turkey,OpenStreetMap,13526573901
Dog Park 1980017302,32.0512032,34.7778865,Tel Aviv,Israel,OpenStreetMap,1980017302
Dog Park 2394469951,32.0408616,34.7806555,Tel Aviv,Israel,OpenStreetMap,2394469951
Dog Park 2855216310,32.1187696,34.7870819,Tel Aviv,Israel,OpenStreetMap,2855216310
Dog Park 4286227494,32.0904958,34.77183,Tel Aviv,Israel,OpenStreetMap,4286227494
Dog Park 6760840686,32.0576248,34.7780926,Tel Aviv,Israel,OpenStreetMap,6760840686
Dog Park 8599878019,32.0978006,34.8013735,Tel Aviv,Israel,OpenStreetMap,8599878019
Dog Park 9095315603,32.1345196,34.8348835,Tel Aviv,Israel,OpenStreetMap,9095315603
Dog Park 12087543674,32.1246438,34.8221124,Tel Aviv,Israel,OpenStreetMap,12087543674
גינת כלבים פארק אברהם,32.0863181,34.8194196,Tel Aviv,Israel,OpenStreetMap,12762820611
גינת כלבים סולד,32.0690606,34.8058401,Tel Aviv,Israel,OpenStreetMap,13060786524
Dog Park 94900384,32.1211045,34.8147652,Tel Aviv,Israel,OpenStreetMap,94900384
Dog Park 95285933,32.0994978,34.8030586,Tel Aviv,Israel,OpenStreetMap,95285933
Dog Park 95286203,32.0958824,34.7848233,Tel Aviv,Israel,OpenStreetMap,95286203
Dog Park 95286205,32.0970305,34.7836345,Tel Aviv,Israel,OpenStreetMap,95286205
Dog Park 97197447,32.1159066,34.7976874,Tel Aviv,Israel,OpenStreetMap,97197447
Dog Park 97730606,32.1299869,34.7915654,Tel Aviv,Israel,OpenStreetMap,97730606
Dog Park 98039775,32.1080092,34.7944137,Tel Aviv,Israel,OpenStreetMap,98039775
Dog Park 99692931,32.1120003,34.81174,Tel Aviv,Israel,OpenStreetMap,99692931
Dog Park 100005407,32.1282329,34.8320165,Tel Aviv,Israel,OpenStreetMap,100005407
Dog Park 100599836,32.1244623,34.7952334,Tel Aviv,Israel,OpenStreetMap,100599836
Dog Park 100716154,32.1186964,34.822854,Tel Aviv,Israel,OpenStreetMap,100716154
Dog Park 100721925,32.1138906,34.8184931,Tel Aviv,Israel,OpenStreetMap,100721925
Dog Park 100948747,32.1087193,34.823208,Tel Aviv,Israel,OpenStreetMap,100948747
Avuka,32.1236642,34.8293972,Tel Aviv,Israel,OpenStreetMap,101272635
Dog Park 101327168,32.110085,34.8295569,Tel Aviv,Israel,OpenStreetMap,101327168
Dog Park 101360183,32.1178794,34.8285189,Tel Aviv,Israel,OpenStreetMap,101360183
Dog Park 101362266,32.1090601,34.8323589,Tel Aviv,Israel,OpenStreetMap,101362266
Dog Park 104306997,32.061096,34.7618709,Tel Aviv,Israel,OpenStreetMap,104306997
Dog Park 203418479,32.0496748,34.8026293,Tel Aviv,Israel,OpenStreetMap,203418479
Dog Park 223588740,32.0933213,34.8180725,Tel Aviv,Israel,OpenStreetMap,223588740
Dog Park 224197560,32.0926226,34.8185786,Tel Aviv,Israel,OpenStreetMap,224197560
Dog Park 240194282,32.0379059,34.7594978,Tel Aviv,Israel,OpenStreetMap,240194282
Dog Park 324588160,32.0561936,34.7642342,Tel Aviv,Israel,OpenStreetMap,324588160
Dog Park 392254278,32.0759828,34.7701766,Tel Aviv,Israel,OpenStreetMap,392254278
גן מאיר,32.0727174,34.7739598,Tel Aviv,Israel,OpenStreetMap,392257013
גן קרית ספר,32.0678945,34.781873,Tel Aviv,Israel,OpenStreetMap,392257014
Dog Park 395001922,32.0792271,34.7984927,Tel Aviv,Israel,OpenStreetMap,395001922
Dog Park 406576038,32.1224021,34.8152161,Tel Aviv,Israel,OpenStreetMap,406576038
Dog Park 487509795,32.0659011,34.8314908,Tel Aviv,Israel,OpenStreetMap,487509795
Dog Park 487510781,32.0678036,34.8342576,Tel Aviv,Israel,OpenStreetMap,487510781
Dog Park 490154529,32.1200238,34.7986577,Tel Aviv,Israel,OpenStreetMap,490154529
Dog Park 500751153,32.0573229,34.8339019,Tel Aviv,Israel,OpenStreetMap,500751153
גינת כלבים שנקין,32.0695154,34.7727637,Tel Aviv,Israel,OpenStreetMap,501956617
Dog Park 585219561,32.0522632,34.8227004,Tel Aviv,Israel,OpenStreetMap,585219561
Dog Park 642846746,32.0782811,34.7846117,Tel Aviv,Israel,OpenStreetMap,642846746
Dog Park 645982672,32.128184,34.8053435,Tel Aviv,Israel,OpenStreetMap,645982672
גינת כלבים,32.1189953,34.8056138,Tel Aviv,Israel,OpenStreetMap,762251565
כניסה לגינת הכלבים,32.1192006,34.8057218,Tel Aviv,Israel,OpenStreetMap,762251571
Dog Park 783354343,32.0938511,34.777294,Tel Aviv,Israel,OpenStreetMap,783354343
Uz'iel Dog Park,32.0688846,34.821502,Tel Aviv,Israel,OpenStreetMap,935623052
Dog Park 935626919,32.08065,34.8235068,Tel Aviv,Israel,OpenStreetMap,935626919
Dog Park 935628029,32.0713731,34.8294201,Tel Aviv,Israel,OpenStreetMap,935628029
Dog Park 939056764,32.083729,34.7837001,Tel Aviv,Israel,OpenStreetMap,939056764
Feivel,32.0846344,34.7936851,Tel Aviv,Israel,OpenStreetMap,943903938
Dog Park 981926295,32.0695083,34.8098737,Tel Aviv,Israel,OpenStreetMap,981926295
גינת כלבים גלוסקא,32.0705068,34.8023184,Tel Aviv,Israel,OpenStreetMap,1009993811
Dog Park 1010248010,32.065824,34.8118647,Tel Aviv,Israel,OpenStreetMap,1010248010
Dog Park 1010248011,32.0591836,34.8133655,Tel Aviv,Israel,OpenStreetMap,1010248011
Dog Park 1010248441,32.0672018,34.7962048,Tel Aviv,Israel,OpenStreetMap,1010248441
Dog Park 1136952045,32.0595238,34.807284,Tel Aviv,Israel,OpenStreetMap,1136952045
Dog Park 1152429290,32.1221214,34.8036157,Tel Aviv,Israel,OpenStreetMap,1152429290
Dog Park 1183058428,32.0956132,34.7812385,Tel Aviv,Israel,OpenStreetMap,1183058428
Dog Park 1185165562,32.0964721,34.8148561,Tel Aviv,Israel,OpenStreetMap,1185165562
Dog Park 1185369424,32.0512487,34.7506072,Tel Aviv,Israel,OpenStreetMap,1185369424
גינת כלבים,32.0785313,34.8102817,Tel Aviv,Israel,OpenStreetMap,1256321136
Dog Park 1296618647,32.0760719,34.8129844,Tel Aviv,Israel,OpenStreetMap,1296618647
Dog Park 1296618648,32.0700505,34.8152732,Tel Aviv,Israel,OpenStreetMap,1296618648
Dog Park 1301800388,32.0724906,34.7979003,Tel Aviv,Israel,OpenStreetMap,1301800388
Dog Park 1374790801,32.112762,34.8207527,Tel Aviv,Israel,OpenStreetMap,1374790801
Dog Park 1379797079,32.0611193,34.7715444,Tel Aviv,Israel,OpenStreetMap,1379797079
Dog Park 1381590291,32.0508157,34.7637579,Tel Aviv,Israel,OpenStreetMap,1381590291
Dog Park 1389439663,32.0500907,34.7836006,Tel Aviv,Israel,OpenStreetMap,1389439663
Dog Park 1413508185,32.085816,34.8138806,Tel Aviv,Israel,OpenStreetMap,1413508185
Dog Park 1485570129,32.0802448,34.8060631,Tel Aviv,Israel,OpenStreetMap,1485570129
